Full Name,First Name,Last Name,2K00,2K01,2K02,2K03,2K04,2K05,2K06,2K07,2K08,2K09,2K10,2K11,2K12,2K13,2K14,2K15,2K16,2K17,2K18,2K19,2K20,2K21,2K22,2K23,2k24,2k25,2k26
Paul Watson,Paul,Watson,,,,,,,,,,,,,,,,,,,,,,67,,,,,
Paul Zipser,Paul,Zipser,,,,,,,,,,,,,,,,,,68,71,,,,,,,,
Paulao Prestes,Paulao,Prestes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavel Podkolzin,Pavel,Podkolzin,,,,,,66,,,,,,,,,,,,,,,,,,,,,
Pelle Larsson,Pelle,Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,68,
Pendarvis Williams,Pendarvis,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepe Sanchez,Pepe,Sanchez,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Pero Antic,Pero,Antic,,,,,,,,,,,,,,,,69,,,,,,,,,,,
Perrion Callandret,Perrion,Callandret,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perry Ellis,Perry,Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perry Jones,Perry,Jones,,,,,,,,,,,,,,60,63,69,69,,,,,,,,,,
Pervis Ellison,Pervis,Ellison,67.00,63,,,,,,,,,,,,,,,,,,,,,,,,,
Pete Chilcutt,Pete,Chilcutt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pete Mickeal,Pete,Mickeal,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pete Myers,Pete,Myers,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Cornell,Peter,Cornell,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter John Ramos,Peter John,Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Jok,Peter,Jok,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petr Cornelie,Petr,Cornelie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petteri Koponen,Petteri,Koponen,,,,,,,,,64,,,,,,,,,,,,,,,,,,
Peyton Siva,Peyton,Siva,,,,,,,,,,,,,,,66,,,,,,,,,,,,
Phil Booth,Phil,Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Greene IV,Phil,Greene IV,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Jones,Phil,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Pressey,Phil,Pressey,,,,,,,,,,,,,,,68,70,68,,,,,,,,,,
Philipp Neumann,Philipp,Neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Jackson,Pierre,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierria Henry,Pierria,Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJ Brown,PJ,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJ Dozier,PJ,Dozier,,,,,,,,,,,,,,,,,,,,66,,72,72,70,70,71,
PJ Hairston,PJ,Hairston,,,,,,,,,,,,,,,,71,69,,,,,,,,,,
Pooh Jeter,Pooh,Jeter,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pooh Richardson,Pooh,Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popeye Jones,Popeye,Jones,60.00,,71,62,62,,,,,,,,,,,,,,,,,,,,,,
Pops Mensah-Bonsu,Pops,Mensah-Bonsu,,,,,,,,,,,64,,,,,,,,,,,,,,,,
Predrag Drobnjak,Predrag,Drobnjak,,,,70,,74,,,,,,,,,,,,,,,,,,,,,
Predrag Savovic,Predrag,Savovic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predrag Stojakovic,Predrag,Stojakovic,77.00,71,92,90,91,88,87,86,89,82,62,,,,,,,,,,,,,,,,
Preston Adams,Preston,Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priest Lauderdale,Priest,Lauderdale,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primoz Brezec,Primoz,Brezec,,66,67,62,,81,76,,,,59,,,,,,,,,,,,,,,,
Prince Ibeh,Prince,Ibeh,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quentin Richardson,Quentin,Richardson,,75,81,76,76,81,79,76,78,78,62,70,71,69,71,,,,,,,,,,,,
Quenton Jackson,Quenton,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,69,67,
Quincy Acy,Quincy,Acy,,,,,,,,,,,,,,,64,67,69,72,72,71,,,,,,,
Quincy Douby,Quincy,Douby,,,,,,,,71,66,66,,,,,,,,,,,,,,,,,
Quincy Ford,Quincy,Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Lewis,Quincy,Lewis,65.00,61,,51,,,,,,,,,,,,,,,,,,,,,,,
Quincy Miller,Quincy,Miller,,,,,,,,,,,,,,,60,68,66,,,,,,,,,,
Quincy Pondexter,Quincy,Pondexter,,,,,,,,,,,,66,58,60,61,68,72,74,73,72,,,,,,,
Quinn Cook,Quinn,Cook,,,,,,,,,,,,,,,,,,,69,74,74,73,,,,,
Quinten Post,Quinten,Post,,,,,,,,,,,,,,,,,,,,,,,,,,68,
Quintin Dailey,Quintin,Dailey,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinton Rose,Quinton,Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinton Ross,Quinton,Ross,,,,,,66,66,75,,72,63,63,,,,,,,,,,,,,,,
Qyntel Woods,Qyntel,Woods,,,,67,65,,,,,,,,,,,,,,,,,,,,,,
Ra'Shad James,Ra'Shad,James,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rade Zagorac,Rade,Zagorac,,,,,,,,,,,,,,,,,,,69,,,,,,,,
Radisav Curcic,Radisav,Curcic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radoslav Nesterovic,Radoslav,Nesterovic,,71,72,,75,79,77,76,74,75,60,,,,,,,,,,,,,,,,
Raef LaFrentz,Raef,LaFrentz,,87,79,77,71,79,83,,,,,,,,,,,,,,,,,,,,
Rafael Addison,Rafael,Addison,,57,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Araujo,Rafael,Araujo,,,,,,59,70,59,,,,,,,,,,,,,,,,,,,
Rafer Alston,Rafer,Alston,,66,,,69,78,77,77,79,78,75,,,,,,,,,,,,,,,,
Rahlir Hollis-Jefferson,Rahlir,Hollis-Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raja Bell,Raja,Bell,,,64,60,,,80,78,78,77,71,70,68,71,,,,,,,,,,,,,
Rajon Rondo,Rajon,Rondo,,,,,,,,73,76,76,87,87,85,90,89,87,77,81,76,79,76,76,76,,,,
Rakeem Christmas,Rakeem,Christmas,,,,,,,,,,,,,,,,,65,66,,,,,,,,,
Ralph Sampson,Ralph,Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramon Galloway,Ramon,Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramon Sessions,Ramon,Sessions,,,,,,,,,,76,,69,72,76,74,74,72,74,73,,,,,,,,
Randall Holt,Randall,Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randell Jackson,Randell,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph Childress,Randolph,Childress,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph Keys,Randolph,Keys,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph Morris,Randolph,Morris,,,,,,,,,,64,49,,,,,,,,,,,,,,,,
Randy Breuer,Randy,Breuer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Brown,Randy,Brown,68.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Foye,Randy,Foye,,,,,,,,80,79,79,71,70,68,71,72,74,72,71,,,,,,,,,
Randy Holcomb,Randy,Holcomb,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Livingston,Randy,Livingston,66.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy White,Randy,White,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Wittman,Randy,Wittman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Woods,Randy,Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raphiael Putney,Raphiael,Putney,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashad McCants,Rashad,McCants,,,,,,,74,,71,76,,,,,,,,,,,,,,,,,
Rashad Vaughn,Rashad,Vaughn,,,,,,,,,,,,,,,,,69,69,70,,,,,,,,
Rashard Lewis,Rashard,Lewis,66.00,74,86,84,81,87,87,88,83,87,75,76,74,69,67,,,,,,,,,,,,
Rashawn Thomas,Rashawn,Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasheed Sulaimon,Rasheed,Sulaimon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasheed Wallace,Rasheed,Wallace,87.00,90,93,87,85,86,85,88,86,84,74,,,,,,,,,,,,,,,,
Rasid Mahalbasic,Rasid,Mahalbasic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rastko Cvetkovic,Rastko,Cvetkovic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasual Butler,Rasual,Butler,,,,,,72,,76,,74,61,61,58,,60,,,,,,,,,,,,
Ratko Varda,Ratko,Varda,,,60,60,,,,,,,,,,,,,,,,,,,,,,,
Raul Lopez,Raul,Lopez,,,,,,73,,,,,,,,,,,,,,,,,,,,,
Rawle Alkins,Rawle,Alkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rawle Marshall,Rawle,Marshall,,,,,,,,72,,,,,,,,,,,,,,,,,,,
Ray Allen,Ray,Allen,89.00,89,91,91,89,91,91,91,93,88,80,79,80,79,79,,,,,,,,,,,,
Ray McCallum,Ray,McCallum,,,,,,,,,,,,,,,66,74,71,71,,,,,,,,,
Ray Owes,Ray,Owes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Smith,Ray,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayan Rupert,Rayan,Rupert,,,,,,,,,,,,,,,,,,,,,,,,,69,70,
Rayjon Tucker,Rayjon,Tucker,,,,,,,,,,,,,,,,,,,,,,69,,,,,
Raymond Felton,Raymond,Felton,,,,,,,80,,80,78,74,73,75,74,79,74,71,74,74,75,,,,,,,
Raymond Spalding,Raymond,Spalding,,,,,,,,,,,,,,,,,,,,68,,69,,,,,
Rayquan Gray,Rayquan,Gray,,,,,,,,,,,,,,,,,,,,,,,,,69,,
Rayshaun Hammonds,Rayshaun,Hammonds,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reece Gaines,Reece,Gaines,,,,,73,69,,,,,,,,,,,,,,,,,,,,,
Reed Sheppard,Reed,Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,73,
Reggie Buckner,Reggie,Buckner,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Evans,Reggie,Evans,,,,,,73,,72,75,75,57,63,60,63,67,74,,,,,,,,,,,
Reggie Fox,Reggie,Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Geary,Reggie,Geary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Hearn,Reggie,Hearn,,,,,,,,,,,,,,,,,,,,65,,,,,,,
Reggie Johnson,Reggie,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Jordan,Reggie,Jordan,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Lewis,Reggie,Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Miller,Reggie,Miller,92.00,89,86,78,80,81,,,,,,,,,,,,,,,,,,,,,
Reggie Perry,Reggie,Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Slater,Reggie,Slater,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Smith,Reggie,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Theus,Reggie,Theus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Williams,Reggie,Williams,,,,,,,,,,,,67,64,66,64,66,,,,,,,,,,,
Renaldas Seibutis,Renaldas,Seibutis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaldo Balkman,Renaldo,Balkman,,,,,,,,73,71,73,67,66,64,,,,,,,,,,,,,,
Renaldo Major,Renaldo,Major,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaldo Woolridge,Renaldo,Woolridge,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rex Chapman,Rex,Chapman,81.00,71,,,,,,,,,,,,,,,,,,,,,,,,,
Rex Walters,Rex,Walters,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Rich King,Rich,King,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rich Manning,Rich,Manning,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Coffey,Richard,Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Dumas,Richard,Dumas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Hamilton,Richard,Hamilton,83.00,,75,,89,89,88,87,87,85,78,77,76,73,74,,,,,,,,,,,,
Richard Hendrix,Richard,Hendrix,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Howell,Richard,Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Jefferson,Richard,Jefferson,,,64,80,80,69,83,83,82,83,76,74,72,74,71,72,72,74,74,,,,,,,,
Richard McConnell,Richard,McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Petruska,Richard,Petruska,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Solomon,Richard,Solomon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richie Frahm,Richie,Frahm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Apodaca,Rick,Apodaca,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Brunson,Rick,Brunson,69.00,,,63,,,,,,,,,,,,,,,,,,,,,,,
Rick Calloway,Rick,Calloway,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Fox,Rick,Fox,81.00,79,82,74,81,,,,,,,,,,,,,,,,,,,,,,
Rick Hughes,Rick,Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Jackson,Rick,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Mahorn,Rick,Mahorn,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Rickey Green,Rickey,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Blanton,Ricky,Blanton,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Council,Ricky,Council,,,,,,,,,,,,,,,,,,,,,,,,,,73,
Ricky Davis,Ricky,Davis,69.00,66,70,76,84,82,84,82,82,78,63,,,,,,,,,,,,,,,,
Ricky Harris,Ricky,Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Ledo,Ricky,Ledo,,,,,,,,,,,,,,,69,67,,,,,,,,,,,
Ricky Minard,Ricky,Minard,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Pierce,Ricky,Pierce,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Sanchez,Ricky,Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rik Smits,Rik,Smits,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rion Brown,Rion,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ Hunter,RJ,Hunter,,,,,,,,,,,,,,,,,67,65,65,65,,,,,,,
Rob Dillingham,Rob,Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,72,
Rob Edwards,Rob,Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Gray,Rob,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Kurz,Rob,Kurz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbie Hummel,Robbie,Hummel,,,,,,,,,,,,,,,,68,,,,,,,,,,,
Robert Archibald,Robert,Archibald,,,,60,57,,,,,,,,,,,,,,,,,,,,,,
Robert Franks,Robert,Franks,,,,,,,,,,,,,,,,,,,,,,67,,,,,
Robert Hite,Robert,Hite,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Horry,Robert,Horry,76.00,76,71,75,75,82,81,76,77,,,,,,,,,,,,,,,,,,
Robert Johnson,Robert,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Loe,Robert,Loe,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Pack,Robert,Pack,75.00,71,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Parish,Robert,Parish,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Reid,Robert,Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Sacre,Robert,Sacre,,,,,,,,,,,,,,,62,67,69,,,,,,,,,,
Robert Swift,Robert,Swift,,,,,,72,72,71,64,66,,,,,,,,,,,,,,,,,
Robert Traylor,Robert,Traylor,,,66,70,64,76,,,,,,,,,,,,,,,,,,,,,
Robert Upshaw,Robert,Upshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Werdann,Robert,Werdann,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Whaley,Robert,Whaley,,,,,,,63,,,,,,,,,,,,,,,,,,,,
Robert Woodard,Robert,Woodard,,,,,,,,,,,,,,,,,,,,,,,70,,,,
Robertas Javtokas,Robertas,Javtokas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Nelson,Roberto,Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rod Grizzard,Rod,Grizzard,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rod Higgins,Rod,Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rod Odom,Rod,Odom,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rod Strickland,Rod,Strickland,86.00,70,77,66,,,,,,,,,,,,,,,,,,,,,,,
Rodions Kurucs,Rodions,Kurucs,,,,,,,,,,,,,,,,,,,,69,75,71,,,,,
Rodney Buford,Rodney,Buford,63.00,68,66,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Carney,Rodney,Carney,,,,,,,,73,69,74,,,,,,,,,,,,,,,,,
Rodney Dent,Rodney,Dent,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Green,Rodney,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Hood,Rodney,Hood,,,,,,,,,,,,,,,,71,71,80,78,75,76,76,72,,,,
Rodney McCray,Rodney,McCray,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Monroe,Rodney,Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Purvis,Rodney,Purvis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Rogers,Rodney,Rogers,75.00,82,72,73,72,70,,,,,,,,,,,,,,,,,,,,,
Rodney Stuckey,Rodney,Stuckey,,,,,,,,,77,77,73,74,74,80,78,75,76,74,,,,,,,,,
Rodney White,Rodney,White,,,72,63,,69,,,,,,,,,,,,,,,,,,,,,
Rodney Williams,Rodney,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Zimmerman,Rodney,Zimmerman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrick Rhodes,Rodrick,Rhodes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigue Beaubois,Rodrigue,Beaubois,,,,,,,,,,,,69,69,72,,,,,,,,,,,,,
Roger Mason,Roger,Mason,,,,58,66,,,,,,71,68,66,67,69,,,,,,,,,,,,
Roger Powell,Roger,Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roko Ukic,Roko,Ukic,,,,,,,,,,71,,,,,,,,,,,,,,,,,
Rolando Blackman,Rolando,Blackman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romain Sato,Romain,Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romaro Gill,Romaro,Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romeo Weems,Romeo,Weems,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romero Osby,Romero,Osby,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Anderson,Ron,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Baker,Ron,Baker,,,,,,,,,,,,,,,,,,,68,73,,,,,,,
Ron Grandison,Ron,Grandison,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Harper,Ron,Harper,,75,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Holland,Ron,Holland,,,,,,,,,,,,,,,,,,,,,,,,,,72,
Ron Howard,Ron,Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Mercer,Ron,Mercer,77.00,83,81,74,,80,,,,,,,,,,,,,,,,,,,,,
Ron Riley,Ron,Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Dupree,Ronald,Dupree,,,,,66,66,66,66,66,,,,,,,,,,,,,,,,,,
Ronald Murray,Ronald,Murray,,,,,64,71,75,,,,,,,,,,,,,,,,,,,,
Ronald Roberts,Ronald,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rondae Hollis-Jefferson,Rondae,Hollis-Jefferson,,,,,,,,,,,,,,,,,72,72,75,78,75,76,,,,,
Ronnie Brewer,Ronnie,Brewer,,,,,,,,,,,70,69,69,74,73,,,,,,,,,,,,
Ronnie Price,Ronnie,Price,,,,,,,,,,70,65,63,62,65,65,69,69,69,69,,,,,,,,
Ronny Turiaf,Ronny,Turiaf,,,,,,,,,,72,67,66,62,63,64,68,,,,,,,,,,,
Ronshad Shabazz,Ronshad,Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rony Seikaly,Rony,Seikaly,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rory Sparrow,Rory,Sparrow,67.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Roscoe Smith,Roscoe,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roshown McLeod,Roshown,McLeod,65.00,,,61,,,,,,,,,,,,,,,,,,,,,,,
Rotnei Clarke,Rotnei,Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy Hibbert,Roy,Hibbert,,,,,,,,,,,64,71,72,79,79,80,77,74,,,,,,,,,
Roy Hinson,Roy,Hinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy Rogers,Roy,Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy Tarpley,Roy,Tarpley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Ivey,Royal,Ivey,,,,,,70,69,,66,71,55,,51,54,53,,,,,,,,,,,,
Royce White,Royce,White,,,,,,,,,,,,,,68,66,,,,,,,,,,,,
Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,,,63,54,54,,,,,,,,,,,,,,,,,,,,,,
Ruben Garces,Ruben,Garces,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben Nembhard,Ruben,Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben Patterson,Ruben,Patterson,59.00,75,74,74,72,,,,,,,,,,,,,,,,,,,,,,
Ruben Wolkowyski,Ruben,Wolkowyski,,64,,,,,,,,,,,,,,,,,,,,,,,,,
Rudy Fernandez,Rudy,Fernandez,,,,,,,,,,79,68,68,65,,,,,,,,,,,,,,
Rumeal Robinson,Rumeal,Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russ Smith,Russ,Smith,,,,,,,,,,,,,,,,69,67,,,,,,,,,,
Rusty Larue,Rusty,Larue,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Allen,Ryan,Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Anderson,Ryan,Anderson,,,,,,,,,,,59,62,63,69,69,77,76,79,78,75,,70,,,,,
Ryan Arcidiacono,Ryan,Arcidiacono,,,,,,,,,,,,,,,,,,,,,72,70,69,69,69,,
Ryan Boatright,Ryan,Boatright,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Bowen,Ryan,Bowen,,,,69,,69,66,68,65,65,,,,,,,,,,,,,,,,,
Ryan Broekhoff,Ryan,Broekhoff,,,,,,,,,,,,,,,,,,,,,72,72,,,,,
Ryan Dunn,Ryan,Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,70,
Ryan Evans,Ryan,Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Gomes,Ryan,Gomes,,,,,,,74,76,77,77,66,66,62,,65,,,,,,,,,,,,
Ryan Hollins,Ryan,Hollins,,,,,,,,,66,66,54,55,53,54,55,67,71,,,,,,,,,,
Ryan Humphrey,Ryan,Humphrey,,,,69,57,,,,,,,,,,,,,,,,,,,,,,
Ryan Kelly,Ryan,Kelly,,,,,,,,,,,,,,,61,71,66,,,,,,,,,,
Ryan Lorthridge,Ryan,Lorthridge,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Reid,Ryan,Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Richards,Ryan,Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Robertson,Ryan,Robertson,64.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Stack,Ryan,Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Thompson,Ryan,Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sadiel Rojas,Sadiel,Rojas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saer Sene,Saer,Sene,,,,,,,,,,66,,,,,,,,,,,,,,,,,
Sagaba Konate,Sagaba,Konate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salah Mejri,Salah,Mejri,,,,,,,,,,,,,,,,,68,73,74,76,,,,,,,
Salim Stoudamire,Salim,Stoudamire,,,,,,,70,,71,,,,,,,,,,,,,,,,,,
Sam Bowie,Sam,Bowie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Cassell,Sam,Cassell,83.00,83,88,84,84,84,85,82,77,75,,,,,,,,,,,,,,,,,
Sam Clancy,Sam,Clancy,,,64,60,,,,,,,,,,,,,,,,,,,,,,,
Sam Dekker,Sam,Dekker,,,,,,,,,,,,,,,,,70,70,73,71,,,,,,,
Sam Dower,Sam,Dower,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Jacobson,Sam,Jacobson,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Mack,Sam,Mack,,,72,,,,,,,,,,,,,,,,,,,,,,,,
Sam Mitchell,Sam,Mitchell,70.00,61,,,,,,65,,,,,,,,,,,,,,,,,,,
Sam Perkins,Sam,Perkins,66.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Thompson,Sam,Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Vincent,Sam,Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Young,Sam,Young,,,,,,,,,,,67,65,68,,67,,,,,,,,,,,,
Samaj Christon,Samaj,Christon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samaki Walker,Samaki,Walker,69.00,71,70,60,72,67,,,,,,,,,,,,,,,,,,,,,
Samardo Samuels,Samardo,Samuels,,,,,,,,,,,,,61,62,,,,,,,,,,,,,
Sampson Carter,Sampson,Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Dalembert,Samuel,Dalembert,,,,59,62,78,79,81,80,80,71,70,68,74,74,76,,,,,,,,,,,
Sani Becirovic,Sani,Becirovic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santi Aldama,Santi,Aldama,,,,,,,,,,,,,,,,,,,,,,,70,,,,
Sarunas Jasikevicius,Sarunas,Jasikevicius,,,,,,,79,,,,,,,,,,,,,,,,,,,,
